mmsi,callsign,tonnage,length,ffa_ENGINE_POWER,ffa_ENGINE_UNIT,power
440781000,DSDR7,424.0,56.07,1200,PS,888.0
440787000,6NKL,423.0,56.07,1200,HP,900.0
440788000,DTDV,397.0,56.07,1200,HP,900.0
440792000,HLWH,414.0,56.07,1200,HP,900.0
440801000,HLLW,378.0,53.3,1200,HP,900.0
440807000,DTAF2,416.0,56.07,1200,HP,900.0
440820000,HLWD,384.0,53.3,1000,HP,750.0
440821000,HLJC,385.0,53.3,1000,HP,750.0
440822000,6NHC,745.0,75.59,3600,HP,2700.0
440823000,6MOU,1349.2,78.33,4000,HP,3000.0
440846000,HLBX,384.0,53.3,1000,HP,750.0
440858000,DTDU,397.0,56.07,1200,HP,900.0
440885000,DTAB8,446.0,56.07,1200,HP,900.0
440886000,DTAC8,421.0,56.07,1200,HP,900.0
440894000,DTAN8,425.0,56.07,1200,PS,888.0
440895000,DTAM4,420.0,56.07,1200,HP,900.0
440900000,6KWS,417.0,56.07,1200,PS,888.0
440919000,DTFC,411.0,56.07,1200,HP,900.0
440920000,DTAD4,383.0,56.3,1200,HP,900.0
440926000,6LJK,393.0,54.0,1200,HP,900.0
440931000,6NSK,416.0,56.07,1200,HP,900.0
440933000,DTFR,414.0,56.07,1200,HP,900.0
440934000,DTAC3,416.0,56.07,1200,HP,900.0
440935000,DTAC6,416.0,56.07,1200,HP,900.0
440936000,DTAG3,416.0,56.07,1200,HP,900.0
440941000,DTDY,380.0,53.3,1000,HP,750.0
440944000,6NGW,353.0,54.8,1200,HP,900.0
440946000,6LJR,416.0,56.07,1200,HP,900.0
440952000,6LCI,417.0,56.07,1200,PS,888.0
440954000,DSAQ4,424.0,56.07,1200,PS,888.0
440963000,6NKO,423.0,56.07,1200,HP,900.0
440968000,T3LN2,1475.0,68.1,3600,HP,2700.0
440986000,6MBQ,380.0,53.3,1000,HP,750.0
440987000,DTDX,380.0,53.3,1000,HP,750.0
440992000,DTAC5,408.0,56.07,1200,HP,900.0
441018000,DTAC9,383.0,53.3,1200,HP,900.0
441024000,DTBQ5,2023.0,74.51,5000,HP,3750.0
441032000,DSOP5,978.0,86.33,5600,PS,4144.0
441043000,6LIW,417.0,56.07,1200,HP,900.0
441066000,DTBE8,780.0,78.96,4000,HP,3000.0
441072000,6LHG,416.0,56.07,1200,HP,900.0
441084000,DTAE9,383.0,53.3,1200,HP,900.0
441098000,6MNI,411.0,56.07,1200,HP,900.0
441240000,DSOR5,1488.0,84.36,2000,PS,1480.0
441374000,DTBN9,419.0,56.7,1000,HP,750.0
441377000,DSNK2,3919.0,103.6,4900,PS,3626.0
441446000,DTBU5,2023.0,74.51,5000,HP,3750.0
441493000,DTBU8,2023.0,74.51,5000,HP,3750.0
441557000,DSQF6,5667.0,114.4,3995,KW,3995.0
441584000,DTBW2,394.0,56.17,1000,HP,750.0
441600216,BK6465,35.27,20.28,400,HP,300.0
441610190,BJ5017,95.29,20.89,520,KW,520.0
441630000,DSQM8,3293.0,104.54,2942,kw,2942.0
441650000,DTBX2,398.0,55.16,1000,HP,750.0
441660000,DTBX3,393.0,55.16,1000,HP,750.0
441675000,DTBX6,1061.0,70.59,3600,PS,2664.0
441680000,DTBX7,414.0,56.08,1000,HP,750.0
441720000,DSQW2,2623.0,93.39,2000,PS,1480.0
441725000,DSMN2,4071.0,110.03,6500,HP,4875.0
441759000,DSQY9,4428.0,109.0,6500,PS,4810.0
441811000,6KCA6,483.0,59.25,1600,HP,1200.0
441812000,6KCA7,488.0,59.25,1600,PS,1184.0
441822000,DSRG3,4457.0,120.75,4200,PS,3108.0
441822000,DSRG3,4457.0,120.75,4200,PS,3108.0
441853000,6KCA3,1014.0,79.56,4502,HP,3376.5
441869000,6KCB7,173.0,36.6,1000,HP,750.0
441922000,DSRN4,5036.0,118.0,2414,HP,1810.5
441923000,DSRN5,2004.0,99.02,5400,HP,4050.0
442460001,BZXD4,576.0,53.3,882,KW,882.0
443200080,JBAS,469.0,58.02,1000,PS,740.0
444000950,6KCD5,1012.0,79.6,4941,HP,3705.75
510012000,V6P218,113.0,25.5,500,HP,375.0
510013000,V6P219,113.0,25.5,500,KW,500.0
510014000,V6P220,113.0,25.5,500,HP,375.0
510034000,V6P006,139.0,26.82,234,HP,175.5
510035000,V6P007,139.0,26.82,234,HP,175.5
510038000,V6P1833,136.0,22.44,660,HP,495.0
510054000,V6PTP,1788.0,79.35,2794,KW,2794.0
510056000,V6P87,1641.82,68.83,3600,HP,2700.0
510060000,V6PTW,1096.0,65.02,2206,KW,2206.0
510062000,V6P90,1569.0,62.4,3654,HP,2740.5
510065000,V6P91,1678.0,77.16,3600,HP,2700.0
518000004,E5WY,275.0,36.0,1800,HP,1350.0
518071000,E5U2018,119.0,25.89,458,PS,338.92
518072000,E5U2019,122.0,32.0,600,HP,450.0
518100013,E5U2958,1998.0,89.18,2059,KW,2059.0
518100014,E5U2959,3878.0,103.4,4118,KW,4118.0
518259000,E5U2209,114.0,22.1,470,PS,347.8
518260000,E5U2210,128.0,28.5,512,PS,378.88
518402000,E5U2352,138.0,33.3,1200,HP,900.0
518676000,E5U2623,70.0,22.0,367,KW,367.0
518676000,E5U2623,70.0,22.0,367,KW,367.0
518770000,E5U2717,705.0,56.5,894,KW,894.0
520021000,3DQH,59.54,26.2,320,HP,240.0
520022000,3DVD,59.6,33.25,373,KW,373.0
520023000,3DVL,84.0,34.03,334,KW,334.0
520028000,3DWN,158.0,26.44,447,kw,447.0
520076000,3DYB,136.0,34.0,220,KW,220.0
520088000,3DWW,113.0,33.3,460,KW,460.0
520112000,3DVS,102.0,25.93,375,KW,375.0
520114000,3DYK,181.0,32.7,441,KW,441.0
520151000,3DNZ,198.0,40.0,330,KW,330.0
520170100,3DSP,169.0,36.3,932.5,KW,932.5
520171000,3DWF,193.0,36.6,382,HP,286.5
520172000,3DWG,198.0,39.6,450,KW,450.0
520173000,3DWH,198.0,39.6,450,KW,450.0
520174000,3DWI,193.0,36.6,382,KW,382.0
520176000,3DUC,198.0,39.6,382,KW,382.0
520179000,3DUK,193.0,36.6,382,KW,382.0
520195000,3DWQ,79.0,32.16,351,KW,351.0
520197000,3DNA,110.0,35.2,312.9,KW,312.9
520222000,3DNS,264.0,39.6,480,KW,480.0
520225000,3DTD,98.0,29.7,800,HP,600.0
520231000,3DQC,199.0,42.6,396,KW,396.0
520232000,3DQE,199.0,42.6,396,KW,396.0
520234000,3DQI,199.0,42.6,396,KW,396.0
520245000,3DWS,120.0,23.95,279,KW,279.0
520276000,3DNF,65.9,20.7,447.6,KW,447.6
529004000,T3AG,1015.0,56.75,2200,PS,1628.0
529052000,T3KB,3493.0,99.59,3678,KW,3678.0
529087000,3EYA7,3363.0,99.02,5400,HP,4050.0
529096000,3ECZ6,6049.0,137.0,8000,PS,5920.0
529101000,T3MD,3415.0,99.99,4500,PS,3330.0
529120000,T3MY,2910.0,104.3,3357,KW,3357.0
529268000,T3UC,4056.0,112.9,4560,KW,4560.0
529354000,T3XR,4238.0,107.96,3501,KW,3501.0
529382000,D5KA9,4574.0,120.2,4120,KW,4120.0
529435000,T3AA2,1106.04,68.1,3600,PS,2664.0
529440000,T3AF2,1526.0,68.1,3600,HP,2700.0
529469000,T3BL2,1803.0,79.91,3600,HP,2700.0
529485000,H9NZ,4491.0,120.75,2993,HP,2244.75
529562000,E5U2960,5360.0,112.0,4200,KW,4200.0
529567000,T3FN2,4287.0,116.2,6080,PS,4499.2
529604000,3FRQ5,2047.0,85.32,3000,HP,2250.0
529605000,T3HC2,2839.0,97.4,2292,HP,1719.0
529632000,T3JF2,3338.0,105.0,3353,KW,3353.0
529676000,T3LB2,1207.71,68.09,3600,HP,2700.0
529686000,T3LM2,1350.0,67.48,3600,HP,2700.0
529686000,T3LM2,1350.0,67.48,3600,HP,2700.0
529695000,T3LW2,1201.65,68.1,3600,PS,2664.0
529729000,T3NG2,1565.0,68.1,3600,HP,2700.0
529766000,T3PV2,3183.0,96.98,2427,KW,2427.0
529767000,T3PW2,5847.0,119.4,3400,KW,3400.0
529768000,T3PX2,4974.0,110.0,2942,KW,2942.0
529770000,T3PZ2,4629.0,102.39,1700,PS,1258.0
529777000,T3QG2,5537.0,109.7,2460,KW,2460.0
529783000,T3QN2,2338.0,79.9,3309,KW,3309.0
529794000,T3QZ2,6332.0,117.27,3603,kw,3603.0
529839000,T3SW2,5944.0,123.0,4471,KW,4471.0
538002582,V7JX2,5770.0,111.06,4200,KW,4200.0
538002899,D7PK,4490.0,120.75,4070,PS,3011.8
538002899,D7PK,4490.0,120.75,4070,PS,3011.8
538002960,V7NH7,2782.0,95.95,3600,HP,2700.0
538002995,3EYB6,3475.0,100.8,4900,HP,3675.0
538002996,3FSS6,4261.0,115.9,4050,PS,2997.0
538004146,V7UW6,3978.0,105.5,3000,HP,2250.0
538004149,V7VL4,3978.0,105.5,3000,KW,3000.0
538004917,V7ZU5,5738.0,114.02,3883,KW,3883.0
538004917,V7ZU5,5738.0,114.02,3883,KW,3883.0
538060004,V7CN4,1096.0,60.71,3200,HP,2400.0
538060005,V7CN5,1099.0,71.23,3200,HP,2400.0
538060006,V7EF3,1152.0,61.85,3200,HP,2400.0
538060007,V7HB9,1152.0,72.37,3000,HP,2250.0
538060008,V7HC2,1152.0,72.37,3000,HP,2250.0
538060011,V6P721,129.0,26.0,336,KW,336.0
538060012,V6P722,129.0,26.0,336,KW,336.0
538060013,V6P723,129.0,29.29,336,KW,336.0
538060014,V6P725,129.0,29.29,336,KW,336.0
538060015,V7RB4,2109.0,79.8,3645,KW,3645.0
538060016,V7TQ8,1344.0,71.79,2353,KW,2353.0
538060017,V7TX3,1517.0,70.59,3200,PS,2368.0
538060018,V7TX4,1517.0,70.59,3200,PS,2368.0
538060019,V7UB4,1344.0,71.79,2353,KW,2353.0
548005100,DUA2505,1246.0,65.85,1342,KW,1342.0
548006100,DUL6785,1382.0,70.12,2684,KW,2684.0
548006100,DUL6785,1382.0,70.12,2684,KW,2684.0
548050500,DUG9197,698.0,85.07,1492,KW,1492.0
548051500,4DFB8,1100.0,71.79,2647,KW,2647.0
548198100,DUM6144,1047.71,61.51,2600,HP,1950.0
548204300,DUG9082,349.53,61.55,1864.28,KW,1864.28
548225100,DUL6827,498.67,56.25,1939,KW,1939.0
548225100,DUL6827,498.67,56.25,1939,KW,1939.0
548246100,DUTR6,914.0,58.57,1000,PS,740.0
548247100,DUL6633,131.86,37.0,550,HP,412.5
548280100,DUTN9,844.0,51.0,1938.85,KW,1938.85
548335100,4DEE3,2462.0,87.25,2089,KW,2089.0
548347100,4DEF6,632.0,57.19,1879,KW,1879.0
548348100,4DEF7,632.0,57.19,1879,KW,1879.0
548363100,DUL6023,1542.56,78.0,1938.85,KW,1938.85
548401400,DUM3101,449.0,53.52,1000,HP,750.0
548487100,4DET8,1100.0,71.79,2647,KW,2647.0
548591000,DUL6521,1013.0,62.25,1640,KW,1640.0
548592000,DUL6710,822.11,56.0,1864.28,KW,1864.28
548592000,DUL6710,822.11,56.0,1864.28,KW,1864.28
548595000,DUL6372,695.87,69.4,1342,KW,1342.0
548600000,DUL7420,1427.0,73.55,1491,KW,1491.0
548601000,DUL6502,2633.0,90.85,2162,KW,2162.0
548603400,DUM3170,995.03,64.7,2237.14,KW,2237.14
548603400,DUM3170,995.03,64.7,2237.14,KW,2237.14
548760000,DUL6968,768.93,61.56,1641,KW,1641.0
548792000,DYUW,499.0,55.17,2144,KW,2144.0
548793000,DYUV,499.01,73.72,1641,KW,1641.0
548831000,DUCK,1100.0,71.79,2352,KW,2352.0
548895000,DUFO,1100.0,71.79,3600,HP,2700.0
548905000,DUGM,1100.0,71.79,2648.02,KW,2648.02
548905000,DUGM,1100.0,71.79,2648.02,KW,2648.02
548906000,DUGQ,6964.0,133.95,5100.67,KW,5100.67
548906000,DUGQ,6964.0,133.95,5100.67,KW,5100.67
553111242,P2V5045,349.0,54.95,2600,HP,1950.0
553111327,P2V5125,897.26,55.5,3600,HP,2700.0
553111463,P2V5278,1145.1,53.03,2875,HP,2156.25
553111690,P2V5559,1893.0,79.5,4500,HP,3375.0
553111698,P2V5566,1349.0,71.79,2647,KW,2647.0
553111712,P2V5580,1557.0,70.59,2647,KW,2647.0
553111712,P2V5580,1557.0,70.59,2647,KW,2647.0
553111733,P2V5601,1408.0,70.8,3585,HP,2688.75
553111734,P2V5602,1408.0,70.8,3585,HP,2688.75
553111735,P2V5603,1350.0,71.79,3600,PS,2664.0
553111736,P2V5605,1562.0,70.59,2617,KW,2617.0
553111738,P2V5606,1350.0,71.79,3600,PS,2664.0
553111740,P2V5608,1280.0,70.59,3200,PS,2368.0
553111743,P2V5610,2338.0,79.9,3309,KW,3309.0
553111744,P2V5611,2338.0,79.9,3309,KW,3309.0
553111749,P2V5615,1099.0,71.23,3200,PS,2368.0
553111749,P2V5615,1099.0,71.23,3200,PS,2368.0
553111750,P2V5616,1099.0,71.23,3200,PS,2368.0
553111750,P2V5616,1099.0,71.23,3200,PS,2368.0
553111751,P2V5617,1060.0,69.45,3000,PS,2220.0
553111754,P2V5619,2175.0,84.66,4500,PS,3330.0
553111755,P2V5620,1280.0,70.59,3200,PS,2368.0
553111756,P2V5621,2386.0,89.21,4500,PS,3330.0
553111759,P2V5624,1350.0,71.79,3600,PS,2664.0
553111761,P2V5627,1562.0,70.59,2647,KW,2647.0
553111764,P2V5629,1408.0,70.8,2648,KW,2648.0
553111765,P2V5630,1408.0,70.8,2648,kw,2648.0
553111771,P2V5636,1350.0,71.79,2646,KW,2646.0
557000400,H4NK,718.0,46.0,1280,HP,960.0
557000500,H4NF,718.0,46.0,1280,HP,960.0
557005500,H4SR,1408.0,70.8,2647,KW,2647.0
563111635,P2V5459,499.0,72.0,1491,KW,1491.0
567046600,HSBX,2966.0,101.26,3000,HP,2250.0
567266000,HSB3066,2989.0,101.93,3000,HP,2250.0
570250000,3DXP,375.0,39.28,850,PS,629.0
572641210,T2MZ4,1734.0,75.55,1640,KW,1640.0
572641210,T2MZ4,1734.0,75.55,1640,KW,1640.0
576093000,YJZZ4,86.0,23.8,550,HP,412.5
576122000,YJZZ5,86.0,23.8,550,HP,412.5
576237000,YJVZ9,86.0,23.8,550,HP,412.5
576270000,3EYH9,4521.0,120.75,4070,HP,3052.5
576276000,YJQA4,3822.0,99.5,2942,KW,2942.0
576277000,YJQA5,2781.0,95.92,3600,PS,2664.0
576285000,YJQD7,3519.0,105.37,2942,KW,2942.0
576383000,YJQD8,91.74,23.8,450,PS,333.0
576394000,YJQE2,91.74,23.9,450,PS,333.0
576394000,YJQE2,91.74,23.9,450,PS,333.0
576420000,YJQE9,2717.0,91.48,1471,KW,1471.0
576507000,D7NG,3747.0,100.98,4400,HP,3300.0
576574000,YJRJ6,2234.0,84.32,4500,HP,3375.0
576575000,YJRJ7,2031.0,72.94,4500,PS,3330.0
576660000,YJVX2,93.18,23.32,760,PS,562.4
576664000,YJQB3,93.18,23.8,1000,HP,750.0
576689000,YJQK7,8483.0,141.0,10550,HP,7912.5
576694000,YJSB6,93.18,23.8,450,PS,333.0
576695000,YJSB7,93.18,23.8,450,PS,333.0
576696000,YJSB8,93.18,23.8,450,PS,333.0
576699000,YJQB8,582.0,55.1,1400,HP,1050.0
576711000,YJQN2,8519.0,141.58,9690,HP,7267.5
576728000,YJQP3,3431.0,94.32,4072,PS,3013.28
576732000,YJQP4,3936.0,100.98,2942,kw,2942.0
576737000,YJSG7,637.5,58.7,1400,HP,1050.0
576753000,YJSJ7,93.18,23.8,760,PS,562.4
576754000,YJSJ8,93.18,23.8,760,PS,562.4
576762000,4DFB9,1280.0,70.59,2386.28,KW,2386.28
576811000,YJSR6,558.0,170.08,1200,HP,900.0
576847000,YJSV9,498.0,54.4,1300,PS,962.0
576850000,YJSW4,498.0,55.75,2800,HP,2100.0
576881000,YJTA2,531.62,46.3,1000,HP,750.0
576890000,YJUB3,558.0,46.77,1200,HP,900.0
576905000,YJUD2,2386.0,89.21,4500,PS,3330.0
576956000,YJQC3,729.0,57.2,1200,PS,888.0
576959000,YJQE7,705.0,54.85,1200,PS,888.0
576987000,YJUN9,93.18,23.8,760,PS,562.4
577069000,YJRW5,98.0,23.9,832,KW,832.0
577077000,YJRZ2,3858.0,98.28,2950,HP,2212.5
577082000,YJRZ7,4394.0,107.88,4413,HP,3309.75
577105000,YJTA9,4493.0,120.75,2993,KW,2993.0
577145000,YJTG2,617.0,53.61,1000,HP,750.0
577146000,YJTG3,660.0,56.08,1000,HP,750.0
577161000,YJTH9,3350.0,96.94,2700,KW,2700.0
577205000,YJTP3,85.2,26.5,350,HP,262.5
577206000,YJTP4,85.2,23.8,350,KW,350.0
577214000,YJTQ4,99.59,23.8,600,PS,444.0
577215000,YJTQ5,99.26,23.8,600,PS,444.0
577216000,YJTQ6,99.2,23.8,600,PS,444.0
577217000,YJTQ7,99.22,23.8,600,PS,444.0
577218000,YJTQ8,99.66,23.8,600,PS,444.0
577219000,YJTQ9,80.88,23.9,450,HP,337.5
577220000,YJTR2,99.66,23.8,600,KW,600.0
577221000,YJTR3,96.0,28.0,800,HP,600.0
577222000,YJTR4,96.0,23.8,800,HP,600.0
577223000,YJTR5,96.0,23.8,880,HP,660.0
577224000,YJTR6,96.0,23.08,800,HP,600.0
577225000,YJTR7,96.0,23.8,800,HP,600.0
577226000,YJTR8,96.0,23.8,800,HP,600.0
577248000,YJTU3,42.0,18.75,551,KW,551.0
577257000,YJTV3,485.0,48.97,1000,PS,740.0
577259000,YJTV5,485.0,48.97,1000,PS,740.0
577265000,YJTW3,48.0,21.5,500,HP,375.0
577289000,YJTZ2,547.0,50.15,1200,PS,888.0
577290000,YJTZ3,598.0,55.45,1600,PS,1184.0
577309000,YJUJ4,490.0,57.59,1000,PS,740.0
577314000,YJUM3,4574.0,120.2,4120,KW,4120.0
577315000,YJUM8,4963.0,124.7,6350,PS,4699.0
577324000,YJUT4,4430.0,120.7,4121,KW,4121.0
636016916,D5IJ6,5617.0,119.55,7200,HP,5400.0
636016998,D5IV3,5617.0,119.55,7200,HP,5400.0
735057564,HC2995,2384.0,86.79,3600,HP,2700.0
735058003,HC4697,4401.0,115.58,5850,KW,5850.0
735059088,HC4649,2165.0,77.3,3238,KW,3238.0
735059089,HC4650,2165.0,77.3,3238,KW,3238.0
735565000,HC4154,2193.0,78.0,4690,HP,3517.5
765104179,D7B0,5286.0,106.38,6800,HP,5100.0
