,mmsi,label,length,tonnage
565,353670000,Reefer,70.77,1238.0
566,259091000,Reefer,63.0,1468.0
567,259078000,Reefer,69.99,2189.0
568,273312180,Reefer,153.0,12398.0
569,355636000,Reefer,68.94,1267.0
570,667006086,Reefer,65.1,1028.0
571,529604000,Reefer,85.32,2047.0
572,636016239,Reefer,175.72,14505.0
573,306845000,Reefer,175.72,14505.0
574,457689000,Reefer,75.0,1884.0
575,355082000,Reefer,498.0,2502.0
576,567196000,Reefer,81.0,2732.0
577,334980000,Reefer,92.74,2502.0
578,377036000,Reefer,84.51,2688.0
579,636011696,Reefer,142.0,7777.0
580,375748000,Reefer,155.0,11392.0
581,377213000,Reefer,155.0,11392.0
582,374045000,Reefer,80.26,1596.0
583,514957000,Reefer,81.0,1596.0
584,312534000,Reefer,76.67,2617.0
585,620149000,Reefer,108.76,3960.0
586,667003426,Reefer,65.23,991.0
587,367445470,Reefer,53.25,1134.0
588,366577000,Reefer,90.07,4428.0
589,367395640,Reefer,71.02,2051.0
590,367545050,Reefer,50.0,749.0
591,366299000,Reefer,88.4,5716.0
592,367438060,Reefer,29.0,165.0
593,366899490,Reefer,54.96,1495.0
594,367098190,Reefer,24.0,214.0
595,367019340,Reefer,26.15,179.0
596,367392530,Reefer,33.0,195.0
597,368633000,Reefer,26.09,162.0
598,367176240,Reefer,38.0,215.0
599,366744930,Reefer,30.0,163.0
600,367014560,Reefer,30.0,192.0
601,366971260,Reefer,25.0,130.0
602,355357000,Reefer,69.78,973.0
603,636092595,Reefer,116.5,7687.0
604,308448000,Reefer,116.5,7687.0
605,229475000,Reefer,116.5,7687.0
606,416521000,Reefer,75.0,995.0
607,413692650,Reefer,77.02,1593.0
608,533000333,Reefer,64.85,1153.0
609,413270220,Reefer,50.0,619.0
610,416833000,Reefer,53.15,498.0
611,416788000,Reefer,104.5,2912.46
612,412694950,Reefer,82.0,1588.0
613,412692990,Reefer,66.0,
614,366971230,Reefer,22.0,
615,366888160,Reefer,22.0,
616,510021000,Reefer,60.0,
617,416171700,Reefer,70.0,
618,529608000,Reefer,82.65,1995.0
619,529069000,Reefer,83.0,1995.0
620,529758000,Reefer,78.88,1995.0
621,312413000,Reefer,78.88,1995.0
622,325700000,Reefer,78.88,1995.0
623,413447320,Reefer,79.0,1995.0
624,667003229,Reefer,83.0,1995.0
625,309716000,Reefer,156.53,10842.0
626,309075000,Reefer,156.53,10842.0
627,314012000,Reefer,156.85,10842.0
628,636016166,Reefer,156.0,10842.0
629,636090217,Reefer,156.0,10842.0
630,314011000,Reefer,156.8,10842.0
631,636090299,Reefer,156.8,10842.0
632,636016167,Reefer,156.0,10842.0
633,636090312,Reefer,156.0,10842.0
634,273354740,Reefer,133.81,6964.0
635,229428000,Reefer,122.92,6964.0
636,229382000,Reefer,122.92,6964.0
637,356517000,Reefer,125.5,6971.0
638,273330280,Reefer,133.81,6971.0
639,356986000,Reefer,133.81,6971.0
640,273354770,Reefer,133.77,6971.0
641,353585000,Reefer,133.77,6971.0
642,352055000,Reefer,133.75,6971.0
643,244542000,Reefer,103.75,3999.0
644,244542000,Reefer,103.75,3999.0
645,309361000,Reefer,109.85,3999.0
646,277099000,Reefer,112.0,3999.0
647,341353000,Reefer,107.48,3999.0
648,376311000,Reefer,107.48,3999.0
649,412946000,Reefer,86.33,2340.0
650,353828000,Reefer,86.34,2340.0
651,412899000,Reefer,86.0,2340.0
652,412208610,Reefer,86.33,2340.0
653,567008100,Reefer,80.74,2340.0
654,273895510,Reefer,54.92,683.0
655,273434600,Reefer,54.9,683.0
656,567266000,Reefer,101.93,2989.0
657,567231000,Reefer,101.93,2989.0
658,334622000,Reefer,102.0,2989.0
659,567255000,Reefer,101.94,2989.0
660,567487000,Reefer,101.94,2989.0
661,334674000,Reefer,102.0,2989.0
662,372199000,Reefer,117.31,4963.0
663,372199000,Reefer,117.31,4963.0
664,374830000,Reefer,124.0,4963.0
665,357772000,Reefer,124.0,4963.0
666,577315000,Reefer,124.0,4963.0
667,312887000,Reefer,122.85,4970.0
668,357497000,Reefer,117.31,4970.0
669,277348000,Reefer,134.01,7313.0
670,636013523,Reefer,132.0,7313.0
671,529730000,Reefer,106.0,5286.0
672,440170000,Reefer,106.0,5286.0
673,273179300,Reefer,106.0,5286.0
674,636013649,Reefer,148.52,9070.0
675,356609000,Reefer,147.0,9070.0
676,636013652,Reefer,147.0,9070.0
677,636013651,Reefer,148.0,9070.0
678,308572000,Reefer,148.8,9070.0
679,356728000,Reefer,116.33,6082.0
680,229563000,Reefer,116.0,6082.0
681,636011904,Reefer,116.0,6082.0
682,311043800,Reefer,107.5,5084.0
683,645376000,Reefer,107.52,5084.0
684,636014564,Reefer,107.52,5084.0
685,636017251,Reefer,117.27,5100.0
686,245973000,Reefer,117.28,5100.0
687,306873000,Reefer,117.0,5100.0
688,645358000,Reefer,117.0,5100.0
689,229705000,Reefer,117.27,5100.0
690,306872000,Reefer,117.27,5100.0
691,311042300,Reefer,119.37,5617.0
692,636016998,Reefer,119.55,5617.0
693,258963000,Reefer,119.55,5617.0
694,311043900,Reefer,119.55,5617.0
695,374849000,Reefer,103.73,3835.0
696,529650000,Reefer,103.73,3835.0
697,529529000,Reefer,103.73,3835.0
698,667007053,Reefer,103.73,3835.0
699,311087000,Reefer,149.41,9749.0
700,311088000,Reefer,141.3,9749.0
701,514266000,Reefer,143.54,8739.0
702,351763000,Reefer,143.52,8739.0
703,636013153,Reefer,141.01,8739.0
704,636013148,Reefer,141.01,8739.0
705,529874000,Reefer,143.54,8739.0
706,354569000,Reefer,153.0,12383.0
707,273816020,Reefer,152.79,12383.0
708,311433000,Reefer,144.6,12383.0
709,311447000,Reefer,144.6,12383.0
710,354570000,Reefer,153.0,12383.0
711,312273000,Reefer,150.09,12413.0
712,636014471,Reefer,152.14,12413.0
713,354811000,Reefer,152.14,12413.0
714,356567000,Reefer,144.34,12413.0
715,374610000,Reefer,152.87,12413.0
716,312379000,Reefer,152.0,12413.0
717,354464000,Reefer,150.09,12413.0
718,308090000,Reefer,158.9,13049.0
719,308090000,Reefer,158.9,13049.0
720,636012747,Reefer,144.4,10629.0
721,636012750,Reefer,138.5,10629.0
722,354240000,Reefer,150.3,10629.0
723,356962000,Reefer,150.3,10629.0
724,636012748,Reefer,150.3,10629.0
725,273433100,Reefer,,187.0
726,412206210,Reefer,,138.0
727,412660230,Reefer,,961.0
728,249889000,Reefer,,
729,273332291,Reefer,,
730,310746848,Reefer,,
731,371118580,Reefer,,
732,273332299,Reefer,,
733,351219000,Reefer,,
734,412553010,Reefer,,
735,432661000,Reefer,,
736,667003111,Reefer,,
737,224500000,Reefer,,
738,273332326,Reefer,,
739,548401400,Reefer,,
740,416064900,Reefer,,
741,273851400,Reefer,,
742,366946960,Reefer,,
743,312413000,Reefer,68.0,1316.0
744,273356010,Reefer,68.0,1077.0
745,671641000,Reefer,68.0,1077.0
746,341376000,Reefer,68.0,1313.0
747,325223000,Reefer,68.0,1313.0
748,529623000,Reefer,96.0,3687.0
749,273397490,Reefer,96.0,3687.0
750,354604000,Reefer,96.0,3687.0
751,354464000,Reefer,96.0,2962.0
752,372661000,Reefer,96.0,2962.0
753,352769000,Reefer,108.0,4677.0
754,354461000,Reefer,108.0,4677.0
755,341891000,Reefer,108.0,5084.0
756,636014563,Reefer,108.0,5084.0
757,231792000,Reefer,108.0,5084.0
758,577314000,Reefer,120.0,4574.0
759,352199000,Reefer,120.0,4574.0
760,273378130,Reefer,120.0,4488.0
761,308735000,Reefer,120.0,4488.0
762,229463000,Reefer,120.0,4488.0
763,636016916,Reefer,120.0,5617.0
764,529096000,Reefer,137.0,6049.0
765,374317000,Reefer,137.0,6049.0
766,277331000,Reefer,137.0,7212.0
767,372538000,Reefer,137.0,7212.0
768,312820000,Reefer,137.0,7212.0
769,374762000,Reefer,120.75,4538.0
770,374244000,Reefer,120.75,4521.0
771,440113000,Reefer,120.75,4490.0
772,354493000,Reefer,120.75,4457.0
773,441690000,Reefer,120.75,4519.0
774,355966000,Reefer,120.75,4458.0
775,352241000,Reefer,120.75,4522.0
776,538002899,Reefer,120.75,4490.0
777,357058000,Reefer,120.75,4513.0
778,441822000,Reefer,120.75,4457.0
779,529485000,Reefer,120.75,4491.0
780,374030000,Reefer,120.75,4491.0
781,374446000,Reefer,120.75,4521.0
782,576107000,Reefer,120.75,4538.0
783,576139000,Reefer,120.75,4522.0
784,577105000,Reefer,120.75,4741.17
785,371727000,Reefer,120.75,4741.17
786,354102000,Reefer,120.75,4741.17
787,376556000,Reefer,145.5,10298.0
788,310324000,Reefer,145.5,10298.0
789,375804000,Reefer,145.5,10298.0
790,403025000,Reefer,145.5,10298.0
791,375254000,Reefer,145.5,10298.0
792,310323000,Reefer,145.5,10298.0
793,548050500,Reefer,85.0,1888.0
794,576274000,Reefer,85.0,1888.0
795,273449510,Reefer,85.0,2342.0
796,376715000,Reefer,85.0,2342.0
797,272554000,Reefer,85.0,2342.0
798,273879400,Reefer,85.0,2469.0
799,273421150,Reefer,85.0,2416.0
800,273431300,Reefer,85.0,2428.0
801,273421150,Reefer,85.0,2416.0
802,577310000,Reefer,97.0,3683.0
803,567293000,Reefer,97.0,2481.0
804,352656000,Reefer,97.0,3683.0
805,412440033,Reefer,97.0,
806,412699340,Reefer,97.0,
807,372594000,Reefer,109.0,4364.0
808,441759000,Reefer,109.0,4428.0
809,341443000,Reefer,109.0,4361.0
810,352739000,Reefer,109.0,4361.0
811,311011400,Reefer,109.0,5084.0
812,311009500,Reefer,109.0,5084.0
813,311009700,Reefer,109.0,5084.0
814,308541000,Reefer,109.0,5084.0
815,311009400,Reefer,109.0,5084.0
816,311040500,Reefer,109.0,5084.0
817,311042400,Reefer,109.0,5084.0
818,311009600,Reefer,109.0,5084.0
819,351527000,Reefer,125.0,5070.0
820,636013524,Reefer,125.0,7303.0
821,373731000,Reefer,125.0,4988.0
822,636014105,Reefer,125.0,4988.0
823,374478000,Reefer,125.0,4988.0
824,352351000,Reefer,125.0,7313.0
825,566042000,Reefer,162.5,14022.0
826,566341000,Reefer,162.5,14022.0
827,566090000,Reefer,162.5,14022.0
828,566059000,Reefer,162.5,14030.0
829,566041000,Reefer,162.5,14030.0
830,566006000,Reefer,162.5,14030.0
831,636016511,Reefer,162.5,14030.0
832,566058000,Reefer,162.5,14030.0
833,566049000,Reefer,162.5,14030.0
834,566028000,Reefer,162.5,14030.0
835,373962000,Reefer,139.0,7637.0
836,548483000,Reefer,139.0,7637.0
837,373246000,Reefer,139.0,7627.0
838,548541000,Reefer,139.0,7627.0
839,636011973,Reefer,139.0,8041.0
840,309281000,Reefer,131.25,7743.0
841,309681000,Reefer,131.25,7743.0
842,309689000,Reefer,131.25,7743.0
843,311289000,Reefer,131.25,7743.0
844,308868000,Reefer,131.25,7743.0
845,311051000,Reefer,131.25,7743.0
846,273847300,Reefer,55.0,801.0
847,273434010,Reefer,55.0,678.0
848,273825810,Reefer,55.0,676.0
849,273813900,Reefer,55.0,676.0
850,273814810,Reefer,55.0,676.0
851,273813810,Reefer,55.0,676.0
852,273875400,Reefer,55.0,677.0
853,273898210,Reefer,55.0,677.0
854,273891210,Reefer,55.0,677.0
855,273827710,Reefer,55.0,683.0
856,273829410,Reefer,55.0,683.0
857,273825200,Reefer,55.0,683.0
858,515604000,Reefer,55.0,683.0
859,273844510,Reefer,55.0,683.0
860,355665576,Reefer,90.0,2453.0
861,273344710,Reefer,90.0,3403.0
862,616757000,Reefer,90.0,2242.0
863,334667000,Reefer,90.0,2243.0
864,567259000,Reefer,90.0,2243.0
865,431472000,Reefer,94.0,2604.0
866,273356760,Reefer,94.0,2712.0
867,576626000,Reefer,94.0,2707.0
868,576414009,Reefer,94.0,3496.0
869,576414000,Reefer,94.0,3496.0
870,529304000,Reefer,94.0,2692.0
871,440046000,Reefer,94.0,2692.0
872,370866000,Reefer,94.0,2692.0
873,374321000,Reefer,126.0,5578.0
874,529199000,Reefer,126.0,
875,636009737,Reefer,126.0,6082.0
876,373755000,Reefer,126.0,6082.0
877,636011004,Reefer,126.0,6082.0
878,441723000,Reefer,126.0,6082.0
879,311668000,Reefer,140.5,7944.0
880,311957000,Reefer,140.5,7944.0
881,311955000,Reefer,140.5,7944.0
882,311956000,Reefer,140.5,7944.0
883,314006000,Reefer,140.5,7944.0
884,518184000,Reefer,140.5,7944.0
885,273352700,Reefer,71.0,1448.0
886,341537000,Reefer,71.0,1416.0
887,514666000,Reefer,71.0,1416.0
888,514666000,Reefer,71.0,1416.0
889,273351900,Reefer,71.0,1412.0
890,273441670,Reefer,71.0,1727.0
891,273819710,Reefer,71.0,1415.0
892,374048000,Reefer,95.0,2495.0
893,273367690,Reefer,95.0,3219.0
894,371223000,Reefer,95.0,3219.0
895,273848200,Reefer,95.0,2683.0
896,367526070,Reefer,95.0,4807.0
897,273312860,Reefer,103.0,4295.0
898,273313270,Reefer,103.0,4298.0
899,273311860,Reefer,103.0,4295.0
900,273313470,Reefer,103.0,4295.0
901,334567000,Reefer,103.0,2989.0
902,355069000,Reefer,103.0,2989.0
903,372825000,Reefer,103.0,3835.0
904,273311610,Reefer,103.0,3835.0
905,636016700,Reefer,115.0,5136.0
906,370070000,Reefer,115.0,5131.0
907,308564000,Reefer,115.0,5225.0
908,273319440,Reefer,115.0,5131.0
909,440014000,Reefer,115.0,5225.0
910,440057000,Reefer,115.0,5286.0
911,440057000,Reefer,115.0,5286.0
912,273148000,Reefer,115.0,5286.0
913,352247000,Reefer,115.0,5286.0
914,273359920,Reefer,134.0,6989.0
915,210631000,Reefer,134.0,6864.0
916,273379740,Reefer,134.0,6864.0
917,354666000,Reefer,134.0,6864.0
918,636017004,Reefer,134.0,5918.0
919,273332290,Reefer,134.0,6964.0
920,273352570,Reefer,134.0,6964.0
921,352966000,Reefer,134.0,6964.0
922,273374170,Reefer,134.0,6971.0
923,341104000,Reefer,134.0,6971.0
924,356673000,Reefer,134.0,6971.0
925,667006043,Reefer,134.0,6971.0
926,636091006,Reefer,150.0,9307.0
927,311907000,Reefer,150.0,10375.0
928,306354000,Reefer,150.0,9298.0
929,636013624,Reefer,150.0,10804.0
930,636013625,Reefer,150.0,10804.0
931,636011106,Reefer,150.0,10368.0
932,375838000,Reefer,150.0,10394.0
933,311704000,Reefer,150.0,10394.0
934,514117000,Reefer,150.0,9749.0
935,374407000,Reefer,150.0,9749.0
936,311086000,Reefer,150.0,9749.0
937,636012749,Reefer,150.0,10629.0
938,529781000,Reefer,150.0,10629.0
939,636091017,Reefer,143.0,8507.0
940,636091012,Reefer,143.0,8879.0
941,370095000,Reefer,143.0,9603.0
942,374198000,Reefer,143.0,8896.0
943,306303000,Reefer,143.0,8896.0
944,636091013,Reefer,143.0,8917.0
945,351698000,Reefer,143.0,9576.0
946,311091000,Reefer,143.0,8597.0
947,538003418,Reefer,143.0,10366.0
948,357993000,Reefer,143.0,9576.0
949,357919000,Reefer,143.0,9576.0
950,312174000,Reefer,92.23,3246.0
951,441034000,Reefer,92.23,3244.0
952,412322280,Reefer,92.23,3260.0
953,730151013,Reefer,92.23,3264.0
954,354667000,Reefer,92.23,3264.0
955,273358410,Reefer,92.23,3235.0
956,616885000,Reefer,92.23,3261.0
957,529558000,Reefer,92.23,3267.0
958,273824020,Reefer,54.99,796.0
959,273812060,Reefer,54.99,684.0
960,273847710,Reefer,54.99,759.0
961,273873500,Reefer,54.99,794.0
962,515175000,Reefer,54.99,703.0
963,273840420,Reefer,54.99,703.0
964,273459400,Reefer,54.99,683.0
965,341844000,Reefer,54.99,683.0
966,273813060,Reefer,54.99,683.0
967,273842700,Reefer,54.99,683.0
968,273311330,Reefer,54.99,683.0
969,273817200,Reefer,54.99,683.0
970,273844500,Reefer,54.99,683.0
971,273844700,Reefer,54.99,683.0
972,273846410,Reefer,54.99,683.0
973,273561800,Reefer,54.99,683.0
974,272727000,Reefer,54.99,683.0
975,529764000,Reefer,149.03,9032.0
976,636017752,Reefer,149.03,9032.0
977,314233000,Reefer,149.03,9032.0
978,514298000,Reefer,149.03,9092.0
979,374290000,Reefer,149.03,9092.0
980,375789000,Reefer,149.03,9092.0
981,529837000,Reefer,144.35,11243.0
982,636017709,Reefer,144.35,11243.0
983,377762000,Reefer,144.35,11243.0
984,375045000,Reefer,144.35,11243.0
985,371210000,Reefer,144.35,12383.0
986,636015904,Reefer,149.92,9859.0
987,636015811,Reefer,149.92,9859.0
988,357041000,Reefer,149.92,9859.0
989,352408000,Reefer,149.92,9860.0
990,355694000,Reefer,149.92,9859.0
991,636091014,Reefer,151.99,10532.0
992,229737000,Reefer,151.99,10532.0
993,636091005,Reefer,151.99,10532.0
994,229981000,Reefer,151.99,10532.0
995,636091015,Reefer,151.99,10532.0
996,370032000,Reefer,151.99,10519.0
997,352785000,Reefer,151.99,10519.0
998,314010000,Reefer,151.99,10519.0
999,563388000,Reefer,151.99,10519.0
1000,351827000,Reefer,151.99,10519.0
1001,636091007,Reefer,151.99,10519.0
1002,256389000,Reefer,151.99,10519.0
1003,351015000,Reefer,151.99,10519.0
1004,351662000,Reefer,151.99,10519.0
1005,308668000,Reefer,158.13,13077.0
1006,308122000,Reefer,158.13,13049.0
1007,308124000,Reefer,158.13,13049.0
1008,308124000,Reefer,158.13,13049.0
1009,308126000,Reefer,158.13,13049.0
1010,308121000,Reefer,158.13,13049.0
1011,308438000,Reefer,158.13,13049.0
1012,273435310,Reefer,85.1,2399.0
1013,273410910,Reefer,85.1,2418.0
1014,273433460,Reefer,85.1,2399.0
1015,273253100,Reefer,85.1,2461.0
1016,273252100,Reefer,85.1,2416.0
1017,273257000,Reefer,85.1,2483.0
1018,273251100,Reefer,85.1,2416.0
1019,273833000,Reefer,126.6,6665.0
1020,273421240,Reefer,126.6,6689.0
1021,273815020,Reefer,126.6,6665.0
1022,273425770,Reefer,126.6,6607.0
1023,273449080,Reefer,126.6,6648.0
1024,273811020,Reefer,133.95,6998.0
1025,273420240,Reefer,133.95,6998.0
1026,273422240,Reefer,133.95,6998.0
1027,341049000,Reefer,133.95,6989.0
1028,341009000,Reefer,133.95,6989.0
1029,341759000,Reefer,133.95,6964.0
1030,352864000,Reefer,133.95,6964.0
1031,273335960,Reefer,133.95,6964.0
1032,306073000,Reefer,133.95,6964.0
1033,636016687,Reefer,133.95,6964.0
1034,548906000,Reefer,133.95,6964.0
1035,273358980,Reefer,133.95,6971.0
1036,354408000,Reefer,133.95,6971.0
1037,273310720,Reefer,133.95,6971.0
1038,273357670,Reefer,133.95,6971.0
1039,352367000,Reefer,133.95,6971.0
1040,273350580,Reefer,133.95,6971.0
1041,229738000,Reefer,144.52,10203.0
1042,352775000,Reefer,144.52,10203.0
1043,636091091,Reefer,144.52,10203.0
1044,636015625,Reefer,144.52,9649.0
1045,357689000,Reefer,144.52,9649.0
1046,311054900,Reefer,144.52,9649.0
1047,538005038,Reefer,144.52,9649.0
1048,357846000,Reefer,144.52,9649.0
1049,636092422,Reefer,134.02,7303.0
1050,636091096,Reefer,134.02,7329.0
1051,636091097,Reefer,134.02,7329.0
1052,370115000,Reefer,134.02,7303.0
1053,352256000,Reefer,134.02,7307.0
1054,277380000,Reefer,134.02,7313.0
1055,636092421,Reefer,134.02,7313.0
1056,351776000,Reefer,145.55,6183.0
1057,667001392,Reefer,145.55,6579.0
1058,636017010,Reefer,145.55,6579.0
1059,308743000,Reefer,145.55,6579.0
1060,308765000,Reefer,145.55,6579.0
1061,636091099,Reefer,141.8,9829.0
1062,636091103,Reefer,141.8,9820.0
1063,636091100,Reefer,141.8,9829.0
1064,636091090,Reefer,141.8,9829.0
1065,636091102,Reefer,141.8,9829.0
1066,273429140,Reefer,152.94,12410.0
1067,371717000,Reefer,152.94,12398.0
1068,273312280,Reefer,152.94,12398.0
1069,273817020,Reefer,152.94,12383.0
1070,357805000,Reefer,152.94,12383.0
1071,273352840,Reefer,152.94,12383.0
1072,529844000,Reefer,152.94,12413.0
1073,373039000,Reefer,152.94,12413.0
1074,273557400,Reefer,152.94,12413.0
1075,667003248,Reefer,152.94,12413.0
1076,312621000,Reefer,152.94,12413.0
1077,636017561,Reefer,152.94,12413.0
1078,636016280,Reefer,150.01,10402.0
1079,636091092,Reefer,150.01,10402.0
1080,309841000,Reefer,150.01,10412.0
1081,636016279,Reefer,150.01,10381.0
1082,636091093,Reefer,150.01,10381.0
1083,636016281,Reefer,150.01,10381.0
1084,636091094,Reefer,150.01,10381.0
1085,376553000,Reefer,150.01,10405.0
1086,636014076,Reefer,150.01,10405.0
1087,314005000,Reefer,150.01,10374.0
1088,518369000,Reefer,150.01,10374.0
1089,214182402,Reefer,55.02,669.0
1090,272523000,Reefer,55.02,669.0
1091,273892210,Reefer,55.02,677.0
1092,273829220,Reefer,55.02,677.0
1093,273896310,Reefer,55.02,677.0
1094,667006103,Reefer,55.02,677.0
1095,576711000,Reefer,141.58,8519.0
1096,353982000,Reefer,141.58,8519.0
1097,576688000,Reefer,141.58,8519.0
1098,373897000,Reefer,141.58,8519.0
1099,273381350,Reefer,141.58,8609.0
1100,355658000,Reefer,141.58,8609.0
1101,356636000,Reefer,120.7,4457.0
1102,352708000,Reefer,120.7,4457.0
1103,356386000,Reefer,120.7,4444.0
1104,577324000,Reefer,120.7,4430.0
1105,370190000,Reefer,120.7,4430.0
1106,529646000,Reefer,120.7,4430.0
1107,355802000,Reefer,120.7,4446.0
1108,374115000,Reefer,120.7,4444.0
1109,529523000,Reefer,120.7,4444.0
1110,277254000,Reefer,120.7,4444.0
1111,440101000,Reefer,120.7,4429.0
1112,538002997,Reefer,120.7,4429.0
1113,354469000,Reefer,124.7,4939.0
1114,352085000,Reefer,124.7,4964.0
1115,306752000,Reefer,124.7,5476.0
1116,354716000,Reefer,124.7,4936.0
1117,636013976,Reefer,124.7,5476.0
1118,354062000,Reefer,124.7,4970.0
1119,441949000,Reefer,124.7,4970.0
1120,249709000,Reefer,124.7,4970.0
1121,325447000,Reefer,124.7,4970.0
1122,353631000,Reefer,55.01,676.0
1123,273850200,Reefer,55.01,676.0
1124,273820900,Reefer,55.01,677.0
1125,273191300,Reefer,55.01,677.0
1126,273457850,Reefer,55.01,677.0
1127,273195200,Reefer,55.01,677.0
1128,273872100,Reefer,55.01,677.0
1129,273893210,Reefer,55.01,677.0
